id,label,act_gap,acc_binary_gap,acc_logsignal_gap
20211212_61436__944763__846::fsp__hepg2__2,0,1.343469,0.830096,0.995061
20211210_220819__498877__340::hmc__k562__0,0,1.982043,0.557441,0.602459
20211207_152258__777391__436::sa__sknsh__0,0,-0.075521,-0.023658,-0.072575
20211212_61436__944763__938::fsp__hepg2__2,0,2.262758,0.985999,2.402462
20211212_22207__477844__1672::fsp__k562__5,0,0.945793,0.389368,0.515643
20211214_100033__420816__872::sa_rep__hepg2__0,0,1.127785,0.693950,1.026956
20211206_25708__20020621__3::al__hepg2__4,0,0.877834,0.886135,1.403614
20211214_111905__704605__1917::sa_rep__sknsh__0,0,0.506994,0.004232,0.300923
20211207_212124__46481152__524::al__sknsh__0,0,0.019696,0.000805,0.032765
20211214_94001__624120__2363::sa_rep__k562__0,0,1.046324,0.554329,0.573833
20211214_100033__420816__1463::sa_rep__hepg2__0,0,0.836283,0.641623,0.943171
20211207_100944__255626__1292::sa__hepg2__0,0,1.680110,0.889118,1.250354
20211207_175000__383007__1699::sa__sknsh__0,0,-0.129397,-0.003733,-0.165216
20211212_61436__944763__1625::fsp__hepg2__5,0,1.401352,0.960024,1.674942
20211214_94001__624120__3472::sa_rep__k562__0,0,2.312129,0.630382,0.785246
20211206_221956__59439361__3093::al__k562__0,0,3.204460,0.851330,1.041315
20211206_221956__59439361__1101::al__k562__0,0,2.370386,0.529291,0.773977
20211207_212124__46481152__2084::al__sknsh__0,0,0.419636,0.180523,0.412140
20211207_73549__261982__4502::sa__hepg2__3,0,0.672975,0.511098,0.505316
20211207_195336__853804__5993::sa__k562__4,0,0.529868,0.094964,0.201007
20211207_234119__367484__515::sa__k562__0,0,3.335272,0.944230,1.589507
20211207_175000__383007__1800::sa__sknsh__0,0,0.120012,-0.000904,0.021129
20211207_85512__472183__2310::sa__hepg2__1,0,1.183085,0.756061,0.930851
20211212_12620__229779__510::fsp__hepg2__0,0,2.245396,0.937385,1.631381
20211212_55149__346635__738::fsp__hepg2__1,0,1.215474,0.941910,1.305062
20211214_100033__420816__708::sa_rep__hepg2__0,0,0.371650,0.275729,0.580286
20211214_94001__624120__3026::sa_rep__k562__0,0,2.231330,0.718182,0.956290
20211206_221956__59439361__1737::al__k562__0,0,2.629906,0.959036,1.433220
20211207_205407__862697__4711::sa__k562__3,0,2.604449,0.854791,1.318274
20211212_92818__893131__723::fsp__k562__1,0,0.324118,0.099178,0.061087
20211208_2954__56294947__28::al__k562__3,0,2.096992,0.671736,0.814937
20211207_112927__175796__3194::sa__hepg2__2,0,0.705718,0.112366,0.120551
20211206_24503__33072627__2530::al__hepg2__0,0,1.518792,0.963982,1.770622
20211206_24503__33072627__2276::al__hepg2__0,0,1.493863,0.914256,1.312951
20211207_214935__668330__264::sa__k562__0,0,2.015095,0.842462,1.086873
20211212_24754__730114__252::fsp__k562__0,0,4.795259,0.973100,1.782605
20211214_100033__420816__130::sa_rep__hepg2__0,0,0.844634,0.300598,0.636677
20211214_100033__420816__276::sa_rep__hepg2__0,0,0.365810,0.592986,0.882573
20211206_30011__62156073__91::al__k562__2,0,2.198278,0.800996,1.152788
20211210_220819__498877__171::hmc__k562__0,0,2.317018,0.898667,1.275552
20211208_2954__56294947__17::al__k562__3,0,3.335044,0.874170,1.405802
20211210_221533__849423__6::hmc__k562__0,0,0.295293,0.346314,0.299331
20211210_223601__361569__22::hmc__sknsh__0,0,-0.210258,-0.185496,-0.344142
20211210_223713__377193__218::hmc__sknsh__0,0,0.376981,0.056743,0.167469
20211207_234119__367484__1397::sa__k562__0,0,2.692039,0.760486,0.968809
20211206_24503__33072627__1394::al__hepg2__0,0,1.995523,0.701967,1.358581
20211213_142349__372431__56::hmc__sknsh__0,1,-0.979029,-0.269158,-0.440204
20211206_221956__59439361__2552::al__k562__0,0,4.280008,0.937192,1.826802
20211210_194206__199488__1829::sa_uc__k562__0,0,6.174454,0.984317,2.835170
20211212_10357__323391__1311::fsp__k562__0,0,4.186275,0.906687,1.663769
20211214_111905__704605__2310::sa_rep__sknsh__0,1,-0.355593,-0.001541,-0.063136
20211207_141610__992334__814::sa__sknsh__0,0,0.827822,-0.022209,-0.179804
20211212_61436__944763__618::fsp__hepg2__1,0,1.312245,0.914644,1.052504
20211214_111905__704605__316::sa_rep__sknsh__0,1,-0.130350,-0.015557,-0.144714
20211207_85512__472183__5896::sa__hepg2__4,0,1.029752,0.647452,0.636960
20211213_142349__372431__133::hmc__sknsh__0,1,-0.383706,-0.429711,-0.515847
20211212_61436__944763__1164::fsp__hepg2__3,0,3.092969,0.978491,2.502147
20211214_100033__420816__2812::sa_rep__hepg2__0,0,1.279105,0.433620,0.847429
20211212_52639__969454__790::fsp__hepg2__2,0,1.551623,0.938124,1.646172
20211212_85225__619474__1196::fsp__k562__3,0,2.244429,0.767934,0.959848
20211212_14909__942569__1933::fsp__sknsh__0,0,-0.068803,-0.003751,0.010247
20211212_75659__621411__767::fsp__sknsh__2,0,0.634524,0.041788,-0.038702
20211207_100944__255626__6483::sa__hepg2__5,0,0.624386,0.037120,0.078281
20211212_75659__621411__749::fsp__sknsh__1,0,-0.308690,0.027333,0.033403
20211206_24503__33072627__2674::al__hepg2__0,0,1.297848,0.789583,0.913512
20211210_222625__481558__30::hmc__hepg2__0,0,0.541498,0.189003,0.164820
20211212_12620__229779__171::fsp__hepg2__0,0,2.150896,0.952292,1.623721
20211207_205407__862697__1592::sa__k562__0,0,2.645646,0.782983,0.959623
20211212_24754__730114__1379::fsp__k562__4,0,0.110683,0.024246,0.014358
20211210_221309__146215__116::hmc__k562__0,0,1.371695,0.689585,0.852879
20211207_112927__175796__997::sa__hepg2__0,0,1.845865,0.832463,1.285960
20211207_73549__261982__2697::sa__hepg2__1,0,1.234218,0.443392,0.641117
20211206_221956__59439361__3482::al__k562__0,0,4.674927,0.972258,1.814574
20211212_82245__817810__980::fsp__sknsh__2,0,0.658288,0.050696,-0.004156
20211207_214935__668330__1941::sa__k562__0,0,3.218023,0.969499,1.926988
20211214_111905__704605__2831::sa_rep__sknsh__0,0,-0.059058,-0.012779,-0.082048
20211212_12620__229779__1624::fsp__hepg2__0,0,1.686700,0.852039,1.185602
20211207_163007__848589__591::sa__sknsh__0,0,0.192750,-0.009662,-0.144884
20211207_141610__992334__1485::sa__sknsh__0,0,0.153433,0.027756,0.166854
20211214_100033__420816__3494::sa_rep__hepg2__0,1,0.701718,0.357257,0.744543
20211207_212124__46481152__3930::al__sknsh__0,0,0.281273,0.003692,0.042179
20211214_94001__624120__3776::sa_rep__k562__0,0,0.722194,0.241283,0.281901
20211212_73316__958155__1627::fsp__sknsh__5,0,0.174971,-0.183247,-0.049277
20211212_92818__893131__698::fsp__k562__1,0,1.742290,0.672344,0.872390
20211207_205407__862697__269::sa__k562__0,0,4.572359,0.975459,2.171907
20211210_222625__481558__98::hmc__hepg2__0,0,0.788203,0.280840,0.411817
20211210_204338__613251__211::sa_uc__hepg2__0,0,5.498214,0.980541,2.946258
20211212_10357__323391__540::fsp__k562__0,0,3.600782,0.878889,1.269862
20211214_94001__624120__3690::sa_rep__k562__0,0,2.050830,0.527225,0.615056
20211214_111905__704605__1670::sa_rep__sknsh__0,0,0.795391,-0.013151,-0.014173
20211214_100033__420816__187::sa_rep__hepg2__0,0,0.149607,0.156570,0.556116
20211206_24503__33072627__1278::al__hepg2__0,0,1.876372,0.839841,1.236815
20211212_61436__944763__710::fsp__hepg2__1,0,1.828974,0.950205,1.721105
20211214_94001__624120__212::sa_rep__k562__0,0,0.792068,0.312515,0.345832
20211207_63610__124703__2473::sa__hepg2__1,0,1.335271,0.129489,0.279914
20211207_152258__777391__2071::sa__sknsh__1,0,0.413801,-0.065858,-0.324127
20211212_24754__730114__726::fsp__k562__1,0,4.244909,0.948318,1.765599
20211207_234119__367484__3363::sa__k562__2,0,-0.073520,0.034644,0.120020
20211212_55149__346635__112::fsp__hepg2__0,0,1.720101,0.967454,1.837010
20211214_111905__704605__907::sa_rep__sknsh__0,0,-0.144480,0.005129,0.028132
20211206_24503__33072627__2887::al__hepg2__0,0,2.198104,0.962708,1.568334
20211214_100033__420816__3350::sa_rep__hepg2__0,0,0.996565,0.428711,0.845100
20211207_100944__255626__4881::sa__hepg2__3,0,0.552282,0.348778,0.259971
20211212_85225__619474__616::fsp__k562__1,0,0.737585,0.341906,0.604874
20211210_221758__613002__417::hmc__hepg2__0,0,0.830075,0.615208,0.668580
20211206_221956__59439361__1328::al__k562__0,0,1.928094,0.638792,0.782561
20211207_63610__124703__4409::sa__hepg2__3,0,1.315332,0.746379,0.960434
20211207_85512__472183__4525::sa__hepg2__3,0,0.653534,0.761366,0.909110
20211212_22207__477844__552::fsp__k562__1,0,0.535085,0.222903,0.206747
20211207_152258__777391__1507::sa__sknsh__0,0,-0.981729,-0.013831,-0.121714
20211207_85512__472183__2845::sa__hepg2__1,0,1.139797,0.803572,0.897128
20211214_111905__704605__3755::sa_rep__sknsh__0,0,-0.018876,0.002553,-0.001450
20211206_24503__33072627__1557::al__hepg2__0,0,0.930327,0.237035,0.479585
20211207_195336__853804__1508::sa__k562__0,0,1.224252,0.581894,0.719956
20211207_175000__383007__6502::sa__sknsh__5,0,-0.680857,-0.308297,-0.509477
20211212_61436__944763__211::fsp__hepg2__0,0,2.283596,0.968714,1.569363
20211212_82245__817810__180::fsp__sknsh__0,0,-0.156464,-0.114558,-0.302922
20211206_221956__59439361__993::al__k562__0,0,3.212620,0.932627,1.265323
20211207_175000__383007__1765::sa__sknsh__0,0,-0.219202,-0.022463,-0.139727
20211214_111905__704605__3838::sa_rep__sknsh__0,0,0.287757,0.012706,0.060718
20211206_221956__59439361__1722::al__k562__0,0,3.089095,0.950786,1.485725
20211207_205407__862697__676::sa__k562__0,0,2.043100,0.772541,0.961791
20211207_212124__46481152__2162::al__sknsh__0,0,0.538442,-0.004076,-0.105983
20211212_22207__477844__1506::fsp__k562__5,0,0.204482,0.027527,-0.030603
20211207_212124__46481152__2148::al__sknsh__0,0,-0.153384,0.011061,0.040349
20211212_75659__621411__208::fsp__sknsh__0,0,-0.430081,-0.014965,-0.181116
20211206_24503__33072627__2629::al__hepg2__0,0,1.510487,0.666600,0.907693
20211212_122659__199840__1180::fsp__sknsh__3,0,0.160557,-0.050012,-0.020792
20211207_224529__679056__4676::sa__k562__3,0,0.982019,0.844259,1.064977
20211214_111905__704605__889::sa_rep__sknsh__0,1,-0.496713,0.008834,0.088089
20211206_221956__59439361__1129::al__k562__0,0,2.281406,0.747527,0.900583
20211206_221956__59439361__2445::al__k562__0,0,3.512953,0.769687,1.082958
20211208_45216__32596306__16::al__sknsh__2,0,0.526784,0.001629,-0.041590
20211207_73549__261982__4072::sa__hepg2__3,0,0.989575,0.418046,0.474976
20211210_221421__693103__166::hmc__k562__0,0,0.799869,0.267655,0.185006
20211210_222248__170431__289::hmc__hepg2__0,0,1.432863,0.851002,1.335905
20211207_185623__627393__1591::sa__sknsh__0,0,0.359544,-0.014657,-0.203779
20211207_73549__261982__1090::sa__hepg2__0,0,0.876679,0.922874,1.361752
20211212_61436__944763__235::fsp__hepg2__0,0,0.966635,0.717617,0.958209
20211207_175000__383007__224::sa__sknsh__0,0,0.510875,-0.031104,-0.016702
20211207_152258__777391__5517::sa__sknsh__4,0,0.248309,-0.021902,0.051071
20211210_222248__170431__35::hmc__hepg2__0,0,0.410662,0.494471,0.437152
20211213_142125__108786__201::hmc__sknsh__0,1,-1.877688,-0.599173,-0.589825
20211214_100033__420816__3316::sa_rep__hepg2__0,1,0.588649,0.035216,0.284459
20211208_45216__32596306__19::al__sknsh__2,0,-0.007165,-0.001256,-0.064706
20211207_212124__46481152__2072::al__sknsh__0,0,0.295919,-0.031927,-0.136776
20211207_100944__255626__304::sa__hepg2__0,0,1.765751,0.916834,1.349709
20211212_75659__621411__117::fsp__sknsh__0,0,0.313208,-0.005484,-0.033478
20211212_82245__817810__1106::fsp__sknsh__3,0,-0.091162,0.008670,-0.031602
20211212_73316__958155__1701::fsp__sknsh__5,0,-0.469541,-0.041035,-0.022342
20211214_111905__704605__3396::sa_rep__sknsh__0,1,-0.002454,0.005195,0.108716
20211212_24754__730114__135::fsp__k562__0,0,4.534502,0.959874,1.608074
20211207_163007__848589__5502::sa__sknsh__4,0,-0.062992,-0.133610,-0.401194
20211207_63610__124703__946::sa__hepg2__0,0,2.334007,0.885674,1.407968
20211207_212124__46481152__2612::al__sknsh__0,0,-0.910743,-0.009610,-0.213070
20211210_221421__693103__439::hmc__k562__0,0,1.097894,0.569594,0.657596
20211207_185623__627393__2861::sa__sknsh__1,0,-0.056894,0.006034,0.005958
20211212_55149__346635__1197::fsp__hepg2__3,0,2.111204,0.908734,1.395591
20211206_25057__13935544__70::al__sknsh__2,0,0.742372,-0.029529,-0.105552
20211207_175000__383007__651::sa__sknsh__0,0,-0.009358,-0.009843,-0.144705
20211210_223825__729421__284::hmc__sknsh__0,0,-0.290706,-0.007534,-0.015051
20211208_50948__55024735__13::al__sknsh__3,0,0.636716,0.007477,0.019981
20211212_55149__346635__1499::fsp__hepg2__4,0,0.505825,0.375896,0.277189
20211210_221309__146215__486::hmc__k562__0,0,-0.081770,0.325647,0.376415
20211214_111905__704605__1182::sa_rep__sknsh__0,0,0.021196,0.000270,-0.090750
20211214_111905__704605__3182::sa_rep__sknsh__0,0,0.011811,0.003958,0.091276
20211210_223713__377193__493::hmc__sknsh__0,0,0.167696,-0.076306,-0.140016
20211212_10357__323391__1519::fsp__k562__0,0,3.872362,0.950454,1.793458
20211212_92818__893131__383::fsp__k562__0,0,5.043807,0.901786,1.654839
20211212_85225__619474__993::fsp__k562__2,0,1.519872,0.630073,0.864302
20211214_100033__420816__2739::sa_rep__hepg2__0,1,0.853595,0.108545,0.452177
20211207_175000__383007__4226::sa__sknsh__3,0,-0.036185,0.000134,-0.004731
20211212_73316__958155__784::fsp__sknsh__2,0,0.606417,-0.186534,-0.562447
20211207_212124__46481152__1523::al__sknsh__0,0,-0.155157,0.010940,0.040263
20211207_212124__46481152__2412::al__sknsh__0,0,0.475189,0.007550,0.080541
20211212_45907__313665__429::fsp__hepg2__0,0,1.934584,0.946524,1.702072
20211214_94001__624120__1366::sa_rep__k562__0,0,2.363627,0.726618,1.126378
20211212_92818__893131__1725::fsp__k562__5,0,-0.119043,0.039511,0.181082
20211214_100033__420816__1701::sa_rep__hepg2__0,0,0.759804,0.435405,0.758521
20211207_205407__862697__5661::sa__k562__4,0,0.631223,0.535144,0.640585
20211210_220707__684703__24::hmc__k562__0,0,0.121942,0.143556,0.263933
20211207_185623__627393__778::sa__sknsh__0,0,-0.195237,-0.074730,-0.312434
20211207_85512__472183__1938::sa__hepg2__0,0,1.211028,0.822907,1.064302
20211207_152258__777391__1307::sa__sknsh__0,0,-0.149911,-0.006667,-0.146546
20211214_94001__624120__2876::sa_rep__k562__0,0,3.206951,0.956579,1.519500
20211206_25854__92323787__17::al__k562__0,0,3.068672,0.821644,1.181353
20211212_73316__958155__960::fsp__sknsh__2,0,1.134335,-0.054610,-0.183082
20211213_142125__108786__104::hmc__sknsh__0,1,-0.482293,-0.240126,-0.280744
20211206_221956__59439361__1694::al__k562__0,0,2.390068,0.570833,0.790041
20211207_185623__627393__766::sa__sknsh__0,0,0.689413,-0.004296,-0.079062
20211207_234119__367484__1413::sa__k562__0,0,0.632947,0.340798,0.354590
20211210_221157__957271__242::hmc__k562__0,0,0.998991,0.653729,0.716759
20211207_163007__848589__131::sa__sknsh__0,0,0.060215,-0.042914,-0.281368
20211212_22207__477844__213::fsp__k562__0,0,2.375538,0.662610,0.935086
20211207_214935__668330__268::sa__k562__0,0,3.758192,0.934652,1.620251
20211212_82245__817810__1639::fsp__sknsh__5,0,-0.096668,0.000494,0.063120
20211207_152258__777391__574::sa__sknsh__0,0,0.008072,-0.040869,-0.328749
20211207_214935__668330__124::sa__k562__0,0,2.641045,0.634007,0.694742
20211207_163007__848589__2608::sa__sknsh__1,0,0.089437,-0.003584,-0.031207
20211207_112927__175796__620::sa__hepg2__0,0,1.051162,0.695425,0.831986
20211214_111905__704605__2500::sa_rep__sknsh__0,0,0.347029,0.007785,-0.011230
20211212_12620__229779__1243::fsp__hepg2__0,0,3.319095,0.987884,2.392025
20211207_175000__383007__2413::sa__sknsh__1,0,-0.618175,-0.014591,-0.155524
20211207_205407__862697__2824::sa__k562__1,0,1.167504,0.419890,0.577866
20211213_142349__372431__170::hmc__sknsh__0,1,-0.694860,-0.210833,-0.417844
20211210_221157__957271__398::hmc__k562__0,0,1.178778,0.600250,0.739627
20211207_214935__668330__2053::sa__k562__1,0,0.052841,0.418993,0.540944
20211214_100033__420816__302::sa_rep__hepg2__0,1,0.600241,0.334971,0.910384
20211212_52639__969454__1650::fsp__hepg2__5,0,1.463548,0.883714,1.026994
20211207_112927__175796__5210::sa__hepg2__4,0,0.799868,0.433134,0.488294
20211212_14909__942569__738::fsp__sknsh__0,0,-0.128944,-0.002036,0.014085
20211207_163007__848589__2797::sa__sknsh__1,0,-0.412030,-0.043930,-0.239093
20211212_122659__199840__872::fsp__sknsh__2,0,0.461236,0.041506,-0.044962
20211212_10357__323391__1511::fsp__k562__0,0,3.143362,0.968475,1.813609
20211212_61436__944763__1212::fsp__hepg2__3,0,3.152743,0.984398,2.706622
20211210_222625__481558__461::hmc__hepg2__0,1,0.592838,0.318224,0.250699
20211206_221956__59439361__1128::al__k562__0,0,3.598305,0.973491,1.603686
20211212_92818__893131__12::fsp__k562__0,0,4.207495,0.723823,1.216600
20211206_24503__33072627__3111::al__hepg2__0,0,1.440832,0.946415,1.500663
20211214_94001__624120__2582::sa_rep__k562__0,0,0.764828,0.249587,0.142661
20211206_24503__33072627__1826::al__hepg2__0,0,1.344685,0.797521,1.049473
20211213_142125__108786__171::hmc__sknsh__0,1,-1.047566,-0.587263,-0.721518
20211210_210620__567210__1069::fsp_uc__hepg2__0,0,4.121335,0.953310,2.243707
20211207_163007__848589__1121::sa__sknsh__0,0,0.186025,0.007435,0.085753
20211206_24503__33072627__2515::al__hepg2__0,0,2.598182,0.989009,2.159243
20211214_94001__624120__2949::sa_rep__k562__0,0,1.821994,0.278439,0.389848
20211212_55149__346635__1433::fsp__hepg2__4,0,0.670120,0.537015,0.611704
20211214_100033__420816__494::sa_rep__hepg2__0,0,1.128541,0.649172,1.000752
20211210_223938__220016__214::hmc__sknsh__0,0,-0.193893,-0.142937,-0.297790
20211212_45907__313665__613::fsp__hepg2__1,0,1.400031,0.768626,0.739570
20211207_112927__175796__4540::sa__hepg2__3,0,0.820360,0.109885,0.243158
20211207_224529__679056__3528::sa__k562__2,0,0.896227,0.576134,0.815597
20211207_63610__124703__5909::sa__hepg2__4,0,0.473317,0.474921,0.565591
20211206_24503__33072627__2732::al__hepg2__0,0,1.611271,0.929485,1.395338
20211207_141610__992334__4481::sa__sknsh__3,1,0.067089,-0.010681,-0.016322
20211214_94001__624120__2960::sa_rep__k562__0,0,2.152203,0.909209,0.982767
20211212_82245__817810__1394::fsp__sknsh__4,0,-0.084249,-0.012785,-0.157673
20211212_61436__944763__983::fsp__hepg2__2,0,1.777232,0.969343,1.927195
20211213_142013__546823__211::hmc__hepg2__0,1,-0.462035,-0.276247,-0.437178
20211207_185623__627393__499::sa__sknsh__0,0,0.272776,-0.012549,-0.131683
20211212_12620__229779__654::fsp__hepg2__0,0,1.572912,0.854963,1.035890
20211214_111905__704605__1140::sa_rep__sknsh__0,0,0.009463,0.090313,0.487007
20211207_100944__255626__1237::sa__hepg2__0,0,1.097615,0.558328,0.953966
20211214_94001__624120__3039::sa_rep__k562__0,0,2.413263,0.757169,1.018449
20211210_220819__498877__281::hmc__k562__0,0,0.358200,0.000118,-0.294721
20211207_85512__472183__2553::sa__hepg2__1,0,0.708185,0.208706,0.298578
20211210_222248__170431__409::hmc__hepg2__0,0,1.099157,0.696701,0.884990
20211206_25854__92323787__71::al__k562__0,0,0.870211,0.548366,0.608164
20211213_142125__108786__16::hmc__sknsh__0,1,-1.266039,-0.641510,-0.806419
20211207_73549__261982__512::sa__hepg2__0,0,0.785463,0.838336,1.519404
20211212_22207__477844__859::fsp__k562__2,0,0.262566,0.022306,0.133240
20211214_94001__624120__3327::sa_rep__k562__0,0,0.736997,0.306555,0.345289
20211214_94001__624120__1820::sa_rep__k562__0,0,0.551254,0.250676,0.265531
20211212_82245__817810__318::fsp__sknsh__0,0,-0.701314,-0.022675,-0.212764
20211207_212124__46481152__3660::al__sknsh__0,0,0.275777,-0.003482,-0.104175
20211214_111905__704605__2393::sa_rep__sknsh__0,0,-0.447859,0.006033,0.032082
20211207_214935__668330__899::sa__k562__0,0,3.109107,0.968466,1.702175
20211208_15040__72147769__72::al__hepg2__0,0,2.327618,0.947074,1.698622
20211207_224529__679056__4340::sa__k562__3,0,1.491536,0.785554,0.963435
20211212_12620__229779__796::fsp__hepg2__0,0,2.045790,0.784119,0.849272
20211208_10519__82733188__11::al__k562__5,0,2.369518,0.759990,1.136719
20211206_221956__59439361__88::al__k562__0,0,3.211676,0.779660,1.204215
20211207_195336__853804__3091::sa__k562__2,0,0.321260,0.243766,0.349845
20211207_214935__668330__5975::sa__k562__4,0,1.015947,0.616754,0.713344
20211207_212124__46481152__3779::al__sknsh__0,0,0.209164,-0.016254,-0.230982
20211214_94001__624120__304::sa_rep__k562__0,0,0.744912,0.374654,0.481001
