Enhancer_ID,LABEL_Specificity,ON_target,max_subclass_primary,gap,max_scaled_acc_mouse,gini_index,GC.content,accessibility_mouse
AiE0681m,No_Labeling,0,L2-3_IT,1.2260098457336426,2.73990817523159,0.62234456233085,50.5338078291815,7.63849964551627
AiE0696m,On_Target,1,L5_ET,9.242258071899414,4.684500706753,0.820656773345881,40.9523809523809,52.9542939215899
AiE0697m,No_Labeling,0,L5_ET,6.805314540863037,4.54090973877214,0.625737442649754,44.5454545454545,19.1369474641979
AiE0698m,No_Labeling,0,L5_ET,12.973299980163574,4.65010135117971,0.779507827131417,38.3157894736842,20.7884925194085
AiE0699m,No_Labeling,0,L5_ET,8.268108367919922,4.66484130632936,0.845426649227831,34.4322344322344,14.8376882253215
AiE0700m,On_Target,1,L5_ET,25.27197265625,4.65880134962561,0.74903312263339,31.7195325542571,12.7404882917181
AiE0701m,No_Labeling,0,Lamp5_Lhx6,-1.3627817630767822,3.29209822074262,0.393641564518268,51.3574660633484,5.21628570556641
AiE0702m,No_Labeling,0,Pvalb_ChC,-1.7993054389953613,3.15464648837047,0.44046584293127,51.0162601626016,7.44451475143433
AiE0703m,No_Labeling,0,Pvalb_ChC,-4.225658416748047,4.30021660826943,0.576469399326484,59.1331269349845,7.44451475143433
AiE0705m,No_Labeling,0,Lamp5_Lhx6,0.295269250869751,2.97702463090759,0.627751024624017,32.7027027027027,2.60814285278321
AiE0708m,No_Labeling,0,Pvalb_ChC,4.1366682052612305,3.03420755237311,0.475349095358555,50.3215434083601,7.44451475143433
AiE0709m,No_Labeling,0,Pvalb,5.9184346199035645,3.14171226733009,0.569195760638398,44.4250871080139,6.13513147830963
AiE0710m,On_Target,1,Pvalb_ChC,-0.8084754943847656,4.61764945425336,0.799852819884495,44.1558441558442,11.1667721271515
AiE0723m,No_Labeling,0,Lamp5_Pax6,-5.9190263748168945,2.27538710752012,0.598476528360735,42.3295454545455,0.803466975688934
AiE0724m,On_Target,1,Lamp5,11.835121154785156,3.87546528373205,0.799838917722008,38.801261829653,9.18185418471694
AiE0725m,On_Target,1,L6b,1.034585952758789,4.61897252991037,0.724081286125791,49.6551724137931,22.4984854571521
AiE0726m,No_Labeling,0,L6b,-0.3244147300720215,4.1043298424681,0.812480372140242,43.0656934306569,6.92261090129614
AiE0727m,No_Labeling,0,L6b,-4.768464088439941,4.34854965762431,0.64444576230144,40.2810304449649,9.5972560197115
AiE0729m,Off_Target,0,L6_CT,-9.850135803222656,3.50033696279432,0.69821870134251,35.2798053527981,6.66788405925036
AiE0730m,No_Labeling,0,L6b,-1.5927457809448242,4.05826810955967,0.824406002697762,45.5263157894737,30.3650892153382
AiE0731m,No_Labeling,0,L6b,1.8912739753723145,3.27872979057005,0.573545533717686,48.3108108108108,5.82128645852208
AiE0733m,No_Labeling,0,Oligo,2.128427267074585,4.52451679134339,0.650215991110825,48.471615720524,15.1055295579135
AiE0734m,Off_Target,0,Micro_PVM,24.507915496826172,4.68192590323757,0.816972315894289,55.5023923444976,98.9419276826084
AiE0753m,No_Labeling,0,Vip,14.006026268005371,4.48011198323895,0.52592185022397,53.8461538461538,28.8340686522425
AiE0754m,No_Labeling,0,Sst_Chodl,-6.743263244628906,4.29634979620728,0.856223701857831,35.3065539112051,34.7586420178413
AiE0755m,On_Target,1,Lamp5_Lhx6,-3.235987663269043,4.65941389517071,0.883942946647066,38.8,5.21628570556641
AiE0758m,No_Labeling,0,Sst_Chodl,4.3883867263793945,4.34228358522117,0.669501842848389,45.045045045045,7.37304550409316
AiE0759m,On_Target,1,Sst,3.7841796875,3.73463243078506,0.68566068393233,42.8943937418514,36.9532166104764
AiE0762m,On_Target,1,Sst_Chodl,4.529594898223877,4.68345160859767,0.866060941423066,36.0485268630849,36.8652271628381
AiE0765m,No_Labeling,0,Sst,-1.7479840517044067,3.2532030799531,0.783561189680533,61.925601750547,46.2820921316743
AiE0766m,No_Labeling,0,L5_ET,6.903902053833008,4.54090973877214,0.625737442649754,44.7727272727273,19.1369474641979
AiE0767m,No_Labeling,0,L5_ET,12.973299980163574,4.65010135117971,0.779507827131417,38.3157894736842,20.7884925194085
AiE0768m,No_Labeling,0,L5_ET,8.243194580078125,4.66484130632936,0.845426649227831,34.6007604562738,14.8376882253215
AiE0769m,No_Labeling,0,Endo,-3.069936990737915,3.36111833631104,0.713518007001644,36.6425992779783,8.66617584228516
AiE0770m,On_Target,1,L6_IT_Car3,-1.7409579753875732,4.45589525459478,0.664494917239213,39.3634840871022,26.6745279952884
AiE0772m,On_Target,1,L6_IT_Car3,-0.12598133087158203,4.54691844551471,0.700019185343863,45.4676258992806,52.2139700800181
AiE0773m,No_Labeling,0,L6_IT_Car3,-1.1431617736816406,4.42474813735639,0.777934671875779,47.8976234003656,37.4578478559852
AiE0774m,On_Target,1,L6_IT_Car3,0.017185688018798828,4.4954114663731,0.571805834413936,46.3458110516934,62.4297462031245
AiE0778m,No_Labeling,0,Sst_Chodl,-0.5058283805847168,4.65836274679379,0.689998302744801,46.8315301391036,36.8652266263961
AiE0808m,Off_Target,0,Sst_Chodl,-2.891422748565674,1.7544913932759,0.624017824548058,63.2047477744807,180.112964451313
AiE0809m,No_Labeling,0,Sncg,-3.273059844970703,3.59723399789741,0.70251365977169,43.9909297052154,7.95696616172791
AiE0815m,On_Target,1,Pvalb,-3.282850742340088,3.1525678944008,0.625765673486917,40.9368635437882,5.83783435821533
AiE0816m,On_Target,1,Pvalb,18.422122955322266,4.2010297009311,0.557854980276772,53.3333333333333,71.0540125519037
AiE0875m,No_Labeling,0,L6_IT_Car3,-0.21796703338623047,2.30265335410311,0.43462175436221,53.125,4.91870726644992
AiE0887m,No_Labeling,0,Vip,3.2344799041748047,4.55217183963849,0.78821250278133,41.4855072463768,24.2073985263706
AiE0890m,No_Labeling,0,Pvalb_ChC,-11.027074813842773,2.90375870856436,0.444137816646576,37.5432525951557,5.58338606357575
AiE0891m,No_Labeling,0,Pvalb_ChC,-0.03636765480041504,4.50530880539166,0.7268017971831,40.5891980360065,13.0279008150101
AiE0892m,On_Target,1,Pvalb_ChC,12.371657371520996,3.14934039452006,0.625639322323041,38.124054462935,16.7501581907272
AiE0923m,No_Labeling,0,L6_IT_Car3,-4.641322135925293,4.45520763742856,0.84659242850488,34.6228239845261,23.2692691683769
AiE0924m,Off_Target,0,L6_IT_Car3,-1.174304485321045,4.49626334179536,0.628834207318959,43.5514018691589,9.45905240625144
AiE0925m,No_Labeling,0,L6_IT_Car3,-17.321887969970703,3.73635461211272,0.735098129730805,40.9488139825218,32.1607782393694
AiE0926m,No_Labeling,0,L6_IT_Car3,-1.4228055477142334,4.51097789840228,0.672849561572063,38.6842105263158,9.64823348075151
AiE0940m,Mixed_Target,0,L2-3_IT,16.47279930114746,4.20453548041116,0.678971232744406,44.7178002894356,53.0148247070611
AiE0941m,No_Labeling,0,L2-3_IT,6.73293399810791,4.45214000259999,0.669777563536009,47.6102941176471,30.9404702307657
AiE0942m,No_Labeling,0,L2-3_IT,3.9160099029541016,3.17103261212755,0.58089819650259,43.8799076212471,7.88856957200914
AiE0943m,No_Labeling,0,L2-3_IT,2.7176623344421387,3.66199146497345,0.676068735977697,38.4493670886076,6.52455169614406
AiE0944m,No_Labeling,0,L6_CT,4.205016136169434,3.92968188000275,0.597286972569923,55.5140186915888,11.0837012864649
AiE0945m,No_Labeling,0,L2-3_IT,7.4652605056762695,4.20792006877017,0.603602570341524,41.0301953818828,7.9113031597808
AiE0946m,No_Labeling,0,L5-6_NP,0.39043235778808594,3.67977171548886,0.787824099224215,42.9141716566866,41.6173722222446
AiE0947m,On_Target,1,Pvalb,4.998337268829346,3.79679017069764,0.763716491997568,43.5174746335964,49.3783497288823
AiE0948m,No_Labeling,0,Vip,7.567962646484375,4.58319951461787,0.668603330080567,40.8716136631331,18.1762038264424
AiE0963m,Mixed_Target,0,L5-6_NP,-0.41911745071411133,4.5938816091819,0.646513858108016,54.0415704387991,12.6748352050781
AiE0964m,Mixed_Target,0,L5-6_NP,-2.0075840950012207,4.373921209618,0.798218100002729,55.5183946488294,17.4653242193162
AiE0966m,No_Labeling,0,L5-6_NP,-6.2350664138793945,2.86436055048802,0.35146148825342,54.3103448275862,7.78454454615713
AiE0967m,Mixed_Target,0,L5-6_NP,-4.485624313354492,3.83216050661934,0.580132651547649,54.8556430446194,13.8724575228989
AiE0968m,On_Target,1,L5-6_NP,13.56214714050293,4.6219773428541,0.783782516691239,40.2597402597403,16.7667110525072
AiE0969m,Off_Target,0,L5_ET,-0.38775634765625,4.01285725169177,0.638122987412526,38.0487804878049,10.6957186320797
AiE0970m,On_Target,1,L5_ET,-2.232105016708374,4.02422741987682,0.658972566855141,35.0,5.26921425014734
AiE1035m,On_Target,1,L5_ET,15.442403793334961,4.61571329278822,0.843920036721532,33.4928229665072,3.32930458523333
AiE1036m,No_Labeling,0,L5_ET,13.249177932739258,4.56344308470132,0.753519301024857,31.1874105865522,17.0397478239611
AiE1037m,On_Target,1,L5_ET,11.786035537719727,4.67365532841108,0.820900856200981,36.734693877551,16.9348880192265
AiE1115m,Off_Target,0,Endo,0.18168163299560547,4.68601977824426,0.735685326968013,55.6978233034571,108.868836611509
AiE1116m,No_Labeling,0,Endo,-1.8740897178649902,4.68946179504767,0.84889055702281,35.0609756097561,51.184602946043
AiE1117m,No_Labeling,0,Endo,-0.07419967651367188,4.69022182565868,0.901421097084809,47.8723404255319,43.0600614845753
AiE1118m,No_Labeling,0,Endo,-5.474903106689453,4.63349545447833,0.708457588511844,47.877358490566,25.4568918049335
AiE1123m,Off_Target,0,Endo,5.117973327636719,3.34854380071813,0.121289997117404,69.2675159235669,204.196772754192
AiE1124m,Off_Target,0,Lamp5_Lhx6,-1.555567741394043,3.06938059452581,0.134806306286954,66.2295081967213,40.4262142181398
AiE1125m,Off_Target,0,Oligo,-6.3778395652771,2.40115363603602,0.169980523249187,56.259204712813,126.437106236815
AiE1126m,Off_Target,0,Lamp5_Lhx6,-2.704866886138916,1.78409432826706,0.0742834507783308,45.1127819548872,66.5076427459716
AiE1313m,No_Labeling,0,Endo,-2.8905510902404785,4.63349545447833,0.708457588511844,42.2509225092251,25.4568918049335
AiE1338m,No_Labeling,0,L5-6_NP,6.1223602294921875,3.18506221109319,0.437550335465517,54.519368723099,8.58295951411128
AiE1355m,No_Labeling,0,Lamp5_Lhx6,-0.440537691116333,3.70362079598387,0.457369518403863,45.375,5.21628570556641
AiE1381m,No_Labeling,0,L4_IT,,3.55326864307969,0.688801130212792,45.9665144596651,21.7628053603694
AiE1404m,On_Target,1,Sst_Chodl,31.88408088684082,4.6859754648612,0.807076876991908,41.9838523644752,52.6646094918252
AiE2004m,Mixed_Target,0,L5_ET,16.109901428222656,4.51956749331999,0.756730135381646,39.6396396396396,41.5245549660175
AiE2016m,Off_Target,0,Vip,-5.213332653045654,2.56496742201562,0.570699058031736,47.9041916167665,17.9283464234322
AiE2036m,On_Target,1,Pvalb_ChC,-8.01966667175293,2.48771972168982,0.622174675952022,43.0434782608696,9.30564343929291
AiE2051m,On_Target,1,L6_IT_Car3,-1.728945016860962,4.68538527399154,0.831476523264347,42.6136363636364,33.8634083122015
AiE2052m,On_Target,1,L6_IT_Car3,-8.59841537475586,4.2564486002752,0.698169240784708,40.8450704225352,15.8912081122398
AiE2057m,On_Target,1,L6_IT_Car3,-0.5324636697769165,4.68396940117609,0.85708979635142,44.4191343963554,33.2958648428321
AiE2068m,No_Labeling,0,Sncg,-0.9976682662963867,3.09213916277314,0.606946654169745,45.4545454545455,3.97848308086394
